,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,activity
6616,44.75,0.43,15.25,0.43,18.0,0.0,0
6617,45.0,0.0,14.0,0.71,18.0,0.0,0
6618,45.0,0.0,10.75,0.83,17.75,0.43,0
6619,45.0,0.0,4.0,2.94,18.25,0.43,0
6620,45.0,0.0,3.33,0.47,18.0,0.0,0
6621,45.0,0.0,8.33,0.47,19.0,1.22,0
6622,45.0,0.0,9.5,0.5,20.0,0.71,0
6623,45.0,0.0,11.25,0.83,18.25,0.43,0
6624,45.0,0.0,12.0,0.0,18.25,0.43,0
6625,44.75,0.43,12.5,0.5,18.25,0.43,0
6626,44.25,0.83,13.67,0.94,18.67,0.94,0
6627,43.33,0.94,12.75,0.43,19.67,0.94,0
6628,44.4,0.8,13.0,0.71,18.2,0.4,0
6629,45.0,0.0,14.0,0.71,21.0,0.0,0
6405,35.5,4.5,20.5,2.5,18.0,3.67,1
6406,33.0,4.9,23.75,1.79,20.0,8.4,1
6407,31.0,0.71,20.5,2.29,16.67,3.3,1
6408,36.0,5.61,19.0,2.92,17.25,3.34,1
6409,36.75,2.28,18.75,3.27,14.75,2.17,1
6410,38.75,0.43,19.0,3.24,19.25,4.44,1
6411,41.0,1.22,14.5,0.87,15.75,5.12,1
6412,40.25,2.49,17.75,2.86,19.75,6.14,1
6413,35.5,1.66,23.0,1.22,22.25,8.81,1
6414,31.5,1.5,22.0,1.63,12.0,7.79,1
6415,31.0,6.82,15.0,2.24,22.0,1.0,1
6416,33.0,5.61,19.75,1.79,18.75,2.49,1
6417,36.5,0.87,21.25,2.28,14.25,2.49,1
6418,39.0,0.0,15.75,1.3,23.0,1.41,1
6419,42.0,0.0,14.33,2.62,12.5,4.5,1
6630,45.0,0.0,14.67,0.47,21.0,0.0,0
6631,45.0,0.0,14.25,0.83,21.75,0.83,0
6632,45.0,0.0,15.0,0.0,21.0,0.0,0
6633,45.0,0.0,15.0,0.0,21.25,0.43,0
6634,45.0,0.0,15.0,0.0,20.67,0.47,0
6420,38.25,6.5,18.0,3.94,16.75,4.44,1
6421,34.33,1.7,24.0,1.41,21.67,2.62,1
6422,31.25,1.09,19.25,1.09,15.0,5.2,1
6423,29.25,7.26,18.25,1.3,19.5,2.69,1
6424,34.5,9.71,18.25,7.73,17.75,4.6,1
6635,45.25,0.43,14.0,0.0,20.0,0.71,0
6636,45.33,0.47,14.75,0.43,18.67,0.94,0
6637,45.25,0.43,15.0,0.0,18.25,0.43,0
6638,45.0,0.0,15.67,0.94,18.75,1.3,0
6639,45.25,0.43,15.0,0.0,19.75,0.83,0
6640,45.25,0.43,15.0,0.0,20.25,0.83,0
6641,45.25,0.43,15.0,0.0,20.0,0.71,0
6642,45.25,0.43,14.75,0.43,20.75,0.43,0
6643,45.5,0.5,14.75,0.43,20.75,0.43,0
6644,45.5,0.5,14.25,0.43,21.0,0.0,0
6645,45.5,0.5,14.67,0.47,20.67,0.47,0
6646,45.75,0.43,14.25,0.43,20.5,0.5,0
6647,45.5,0.5,15.0,0.0,20.75,0.43,0
6648,45.67,0.47,14.75,0.43,21.0,0.0,0
6649,45.5,0.5,14.75,0.43,21.0,0.0,0
6425,34.5,2.6,18.25,3.9,14.25,3.9,1
6426,37.75,1.3,13.25,4.76,20.25,3.77,1
6427,41.75,0.43,13.75,2.49,15.25,2.95,1
6428,38.25,2.49,19.67,1.25,25.0,2.94,1
6429,35.0,3.74,22.25,2.05,7.67,4.19,1
6650,45.67,0.47,15.0,0.0,21.0,0.0,0
6651,45.5,0.5,14.75,0.43,20.75,0.43,0
6652,45.25,0.43,14.5,0.5,21.0,0.0,0
6653,44.0,1.22,14.5,1.5,20.25,0.83,0
6654,42.25,0.43,20.25,1.3,16.0,1.22,0
6430,33.5,3.84,17.5,0.87,17.25,3.9,1
6431,38.0,2.35,21.0,0.82,16.33,3.86,1
6432,38.0,0.82,18.0,3.67,13.67,1.25,1
6433,39.25,0.43,16.0,3.74,20.75,2.49,1
6434,37.67,0.94,12.33,0.47,21.75,1.92,1
6655,42.25,0.43,19.67,1.25,13.0,0.82,0
6656,42.0,0.0,14.75,1.48,14.5,0.87,0
6657,41.75,0.43,12.0,0.0,12.5,0.5,0
6658,42.0,0.0,12.33,0.47,14.0,0.82,0
6659,41.0,0.71,17.75,1.92,13.75,0.83,0
6660,39.75,0.83,21.0,0.0,12.5,0.5,0
6661,39.33,0.47,20.67,0.47,13.5,1.66,0
6662,38.5,0.5,21.5,0.5,8.0,3.16,0
6663,37.75,0.83,21.0,0.0,9.0,3.54,0
6664,38.75,0.43,21.0,0.0,14.25,0.83,0
6435,40.75,1.3,10.75,5.07,17.5,2.29,1
6436,32.25,3.9,21.75,2.49,21.0,3.67,1
6437,31.67,1.25,22.33,1.7,13.5,6.54,1
6438,36.5,2.87,18.75,3.83,14.75,3.9,1
6439,34.0,4.06,19.0,1.58,13.25,1.64,1
6665,41.75,0.43,21.0,0.0,14.75,0.43,0
6666,41.67,0.47,21.0,0.0,13.25,0.83,0
6667,39.5,1.5,22.75,0.43,11.5,0.87,0
6668,37.75,1.3,22.25,0.43,8.67,1.7,0
6669,39.0,0.0,21.0,0.0,9.67,1.89,0
6440,38.25,1.3,20.0,2.12,21.0,2.55,1
6441,41.0,1.22,15.75,1.92,13.5,6.69,1
6442,38.0,5.83,16.75,4.09,16.0,5.05,1
6443,34.75,2.17,23.75,1.09,20.0,5.34,1
6444,29.0,4.74,20.67,2.05,19.5,0.5,1
6670,39.5,0.5,19.6,1.02,13.6,1.02,0
6671,40.5,0.5,18.33,0.47,14.0,1.41,0
6672,41.75,0.43,17.75,0.43,15.25,0.43,0
6673,42.0,0.0,17.5,0.5,14.33,0.94,0
6674,42.0,0.0,17.0,0.0,15.0,0.0,0
6675,42.5,0.5,17.67,0.47,15.0,0.0,0
6676,42.33,0.47,17.33,0.47,14.25,0.83,0
6677,42.5,0.5,17.0,0.0,14.5,0.5,0
6678,42.25,0.43,17.25,0.43,10.25,1.79,0
6679,39.67,1.25,15.33,0.47,7.75,1.92,0
6680,37.0,1.22,15.0,0.0,9.75,0.43,0
6681,36.25,0.43,16.75,1.09,8.0,1.87,0
6682,38.25,0.83,17.0,0.71,5.33,0.47,0
6683,41.25,0.83,16.5,0.87,8.0,2.83,0
6684,43.5,0.5,18.0,0.0,11.67,0.47,0
6445,30.75,8.07,18.0,3.54,19.75,1.48,1
6446,32.0,7.12,18.25,2.77,15.0,2.45,1
6447,37.5,1.12,18.25,3.83,19.33,2.62,1
6448,40.25,1.79,12.5,2.6,19.25,4.92,1
6449,41.25,1.3,15.75,5.31,13.75,2.49,1
6450,35.25,2.49,23.25,1.92,21.75,5.76,1
6451,27.0,4.24,18.33,4.5,16.75,5.49,1
6452,32.0,7.12,21.0,0.82,19.0,1.58,1
6453,35.25,3.27,18.5,4.39,13.0,4.97,1
6454,39.0,0.0,18.25,3.19,19.5,0.5,1
6685,44.5,0.5,18.33,0.47,9.33,0.47,0
6686,44.0,1.0,18.0,0.0,8.0,1.87,0
6687,44.5,0.5,18.0,0.0,8.75,3.11,0
6688,45.0,0.0,18.0,0.0,14.33,0.94,0
6689,45.0,0.0,18.0,0.0,15.25,0.43,0
6455,41.0,1.22,15.67,1.7,14.5,2.6,1
6456,39.0,2.12,17.5,4.97,25.75,2.86,1
6457,32.75,2.68,22.0,2.45,18.25,5.85,1
6458,32.33,2.62,13.5,1.5,17.5,2.5,1
6459,36.0,3.0,16.5,0.5,19.0,0.0,1
6690,44.8,0.4,17.6,0.8,13.25,1.3,0
6691,44.25,0.43,16.0,0.71,11.67,0.47,0
6692,43.33,0.47,15.0,0.0,12.0,0.71,0
6693,44.25,0.43,15.0,0.0,13.0,1.58,0
6694,44.75,0.43,15.75,0.83,14.5,1.12,0
6695,44.75,0.43,15.5,0.87,16.0,1.22,0
6696,45.0,0.0,15.75,0.83,18.0,0.0,0
6697,45.0,0.0,16.0,0.71,18.0,0.0,0
6698,45.0,0.0,15.0,0.0,18.0,0.0,0
6699,45.0,0.0,16.25,0.83,17.0,1.0,0
6700,45.0,0.0,16.75,0.43,15.25,1.09,0
6701,45.0,0.0,16.67,0.47,16.67,0.47,0
6702,45.0,0.0,18.0,0.0,18.0,0.0,0
6703,45.0,0.0,17.0,0.0,19.0,0.71,0
6704,45.0,0.0,15.75,0.83,19.0,0.71,0
6705,45.33,0.47,12.33,0.47,17.67,0.47,0
6706,45.0,0.0,12.0,0.0,19.75,1.09,0
6707,45.5,0.5,14.75,0.43,18.5,0.5,0
6708,45.0,0.0,15.0,0.0,18.25,0.43,0
6709,45.0,0.0,16.25,0.83,16.75,1.09,0
6710,45.0,0.0,16.0,0.71,16.5,1.12,0
6711,45.0,0.0,15.25,0.43,18.25,0.43,0
6712,45.0,0.0,14.75,0.43,19.25,0.83,0
6713,45.0,0.0,15.25,0.43,18.5,0.5,0
6714,45.0,0.0,15.75,0.83,15.75,0.83,0
6460,37.67,1.25,17.0,2.16,20.5,0.5,1
6461,41.75,1.09,16.25,2.49,18.0,3.67,1
6462,42.67,1.7,13.33,5.56,12.0,4.95,1
6463,36.75,2.49,22.0,2.74,22.75,6.3,1
6464,29.75,2.17,17.25,4.44,16.75,3.63,1
6715,45.0,0.0,15.5,0.87,13.0,1.0,0
6716,45.0,0.0,15.75,0.43,13.75,1.09,0
6717,44.5,0.87,17.25,0.83,15.75,1.48,0
6718,42.75,0.83,17.75,0.43,19.0,1.0,0
6719,42.0,0.0,20.67,0.47,17.0,0.82,0
6720,41.5,0.87,19.75,1.3,10.25,2.86,0
6721,40.33,0.47,14.0,1.63,12.25,0.43,0
6722,40.25,0.83,7.0,0.0,10.5,0.5,0
6723,40.5,0.5,9.0,0.0,12.67,0.94,0
6724,40.5,0.5,14.5,2.29,14.25,0.83,0
6725,39.75,0.83,20.75,0.43,12.5,1.12,0
6726,39.33,0.47,17.33,0.94,10.33,0.94,0
6727,37.75,1.3,11.25,5.54,13.25,2.68,0
6728,36.75,0.83,13.75,1.3,11.33,2.49,0
6729,36.75,0.83,16.0,0.71,15.75,2.28,0
6465,31.0,9.67,14.0,5.89,18.67,0.94,1
6466,32.0,5.66,18.0,3.54,14.0,4.0,1
6467,38.33,1.7,19.67,1.89,18.25,2.28,1
6468,42.25,1.48,15.33,2.05,17.25,3.9,1
6469,36.0,4.24,19.25,3.27,25.75,2.77,1
6730,36.25,0.43,17.5,0.5,13.25,3.34,0
6731,36.0,0.0,16.5,1.66,13.33,2.62,0
6732,36.25,0.43,12.0,2.45,16.25,1.3,0
6733,38.0,1.0,17.75,0.43,9.0,4.24,0
6734,38.0,1.0,19.67,1.25,10.33,1.25,0
6735,37.0,1.22,17.25,2.59,8.75,0.83,0
6736,36.0,0.0,12.67,0.47,7.5,3.2,0
6737,36.0,0.0,15.75,1.48,10.25,0.83,0
6738,38.33,0.47,20.0,1.22,18.67,1.7,0
6739,39.25,0.43,12.67,0.47,20.25,1.3,0
6740,41.4,0.8,13.25,0.83,12.25,2.28,0
6741,42.33,0.47,12.5,0.5,11.5,0.5,0
6742,42.25,0.43,14.0,0.71,10.25,0.83,0
6743,42.0,0.0,13.33,0.47,10.5,1.5,0
6744,42.0,0.0,12.0,0.0,13.5,1.5,0
6470,32.25,2.28,19.5,2.96,15.25,5.63,1
6471,34.75,3.03,16.25,4.09,16.75,3.27,1
6472,36.75,2.28,14.75,7.36,14.5,0.5,1
6473,39.25,0.43,14.75,5.07,17.25,2.59,1
6474,41.5,0.5,9.5,2.29,10.25,3.27,1
6475,39.5,3.77,14.75,4.49,20.25,6.83,1
6476,33.67,3.3,19.67,3.4,25.5,1.5,1
6477,32.0,4.85,13.25,5.67,19.25,1.09,1
6478,31.0,6.48,22.0,1.41,18.0,0.0,1
6479,37.5,1.12,19.75,2.59,14.25,7.56,1
6745,41.5,0.5,12.0,0.0,13.5,1.12,0
6746,41.5,0.5,12.0,0.0,13.0,0.71,0
6747,41.5,0.5,11.25,0.83,12.5,0.5,0
6748,41.75,0.43,10.25,1.09,12.0,0.0,0
6749,42.0,0.0,10.0,0.0,9.5,0.5,0
6750,42.0,0.0,9.0,0.71,10.0,0.71,0
6751,42.0,0.0,9.0,0.0,9.67,0.47,0
6752,42.0,0.0,7.75,1.48,11.25,1.3,0
6753,41.5,0.5,7.33,0.47,12.0,0.0,0
6754,41.75,0.43,9.0,0.71,11.5,1.12,0
6755,42.0,0.0,9.5,0.5,12.0,0.71,0
6756,42.0,0.0,9.75,0.43,11.0,1.0,0
6757,42.0,0.0,9.0,0.71,10.33,1.25,0
6758,42.0,0.0,10.0,0.82,10.67,1.25,0
6759,42.0,0.0,10.0,0.71,10.0,1.0,0
6480,40.33,1.25,13.5,3.2,19.33,3.77,1
6481,42.0,0.82,15.0,1.22,20.33,2.62,1
6482,35.75,2.86,20.0,2.83,24.67,2.62,1
6483,33.0,1.87,22.25,1.3,15.67,2.62,1
6484,30.5,5.5,14.5,6.5,18.0,5.2,1
6485,29.25,6.83,17.25,3.77,15.75,3.7,1
6486,37.25,1.3,19.5,4.5,20.5,2.06,1
6487,39.5,1.5,14.0,1.22,13.5,7.63,1
6488,42.25,0.43,13.33,4.5,18.5,4.03,1
6489,37.0,2.45,22.75,2.77,24.25,7.15,1
6760,42.0,0.0,11.25,0.43,12.5,1.12,0
6761,42.0,0.0,10.75,0.43,12.25,0.43,0
6762,42.0,0.0,10.67,0.94,12.25,1.09,0
6763,42.0,0.0,11.5,0.5,12.5,0.5,0
6764,42.0,0.0,10.75,0.83,10.75,1.09,0
6490,31.0,1.87,19.5,5.02,17.5,2.29,1
6491,34.25,3.63,19.5,3.2,17.5,2.87,1
6492,37.0,1.22,16.33,4.19,17.0,2.45,1
6493,39.25,0.43,19.25,3.03,21.0,0.0,1
6494,42.0,0.82,14.33,0.94,12.33,5.79,1
6495,40.67,1.25,16.25,4.26,20.67,2.87,1
6496,34.75,2.05,23.25,1.3,24.75,2.86,1
6497,31.25,1.3,21.0,1.0,15.0,2.94,1
6498,39.0,2.45,21.33,2.05,15.33,2.05,1
6499,36.75,0.83,19.25,3.03,16.5,3.57,1
6500,39.25,0.43,19.0,3.81,19.75,0.83,1
6501,41.25,1.3,13.25,1.92,17.5,0.87,1
6502,38.75,5.07,17.67,1.89,20.0,4.36,1
6503,34.5,2.6,23.67,1.25,23.5,3.5,1
6504,31.33,0.94,21.67,0.47,17.5,0.5,1
6505,31.0,8.99,17.25,6.61,20.2,1.94,1
6506,34.0,5.87,17.75,4.32,15.5,2.6,1
6507,40.25,1.3,17.25,5.36,21.5,0.87,1
6508,42.25,0.43,15.75,2.28,14.33,2.49,1
6509,36.0,4.9,17.5,3.57,21.67,1.7,1
6765,42.0,0.0,11.5,0.5,10.0,1.41,0
6766,42.0,0.0,10.5,1.12,9.0,1.22,0
6767,42.0,0.0,10.0,0.82,8.33,0.94,0
6768,42.0,0.0,9.5,0.87,10.75,1.09,0
6769,42.0,0.0,9.67,0.47,11.33,0.47,0
6770,42.0,0.0,10.5,1.12,11.67,0.47,0
6771,42.0,0.0,11.25,0.83,11.0,1.22,0
6772,42.0,0.0,10.0,0.82,9.75,0.83,0
6773,42.25,0.43,11.0,0.71,9.25,0.43,0
6774,42.0,0.0,12.0,0.0,9.0,0.71,0
6510,32.0,2.83,21.5,2.6,20.33,4.11,1
6511,35.4,3.38,18.75,2.59,16.4,3.01,1
6512,34.67,3.4,21.0,3.0,16.0,3.0,1
6513,38.67,0.47,18.67,6.13,20.25,3.27,1
6514,40.5,1.12,16.67,2.36,21.25,4.76,1
6775,42.0,0.0,12.0,0.0,9.75,0.83,0
6776,42.0,0.0,12.0,0.0,9.67,0.94,0
6777,42.0,0.0,12.0,0.0,11.5,0.5,0
6778,42.0,0.0,11.75,0.43,9.67,0.47,0
6779,42.0,0.0,11.33,0.47,10.75,0.83,0
6515,41.75,0.43,13.67,1.25,16.5,4.03,1
6516,35.67,2.05,20.0,2.94,25.5,6.1,1
6517,34.25,2.77,20.33,4.11,19.67,7.85,1
6518,37.5,3.35,21.5,2.87,18.0,1.41,1
6519,34.5,3.2,19.0,2.35,15.67,4.78,1
6520,39.5,0.5,17.75,3.96,19.0,1.58,1
6521,41.75,1.09,13.33,1.25,16.33,2.36,1
6522,38.25,2.49,20.0,0.82,23.33,3.3,1
6523,37.0,1.41,24.25,0.43,25.0,5.1,1
6524,30.0,0.0,19.67,2.49,8.0,2.12,1
6780,42.0,0.0,12.0,0.0,11.25,0.83,0
6781,42.0,0.0,12.0,0.0,12.0,0.0,0
6782,42.0,0.0,12.0,0.0,12.25,1.09,0
6783,42.0,0.0,12.25,0.43,12.75,0.83,0
6784,42.0,0.0,12.0,0.0,14.25,0.83,0
6785,42.0,0.0,12.0,0.0,13.25,0.83,0
6786,42.0,0.0,12.5,0.5,15.5,1.66,0
6787,41.25,0.83,12.33,0.47,15.0,0.0,0
6788,41.0,1.0,12.25,0.43,14.75,0.43,0
6789,40.33,0.94,15.5,0.5,15.67,0.94,0
6525,34.6,6.56,17.4,3.67,11.5,4.09,1
6526,36.33,0.47,15.0,0.0,15.25,7.98,1
6527,39.33,0.47,10.67,4.5,16.25,4.55,1
6528,42.0,0.0,15.0,5.24,18.0,4.47,1
6529,37.25,1.79,18.75,4.44,21.25,3.7,1
6790,40.5,0.5,16.25,1.3,18.5,1.8,0
6791,39.25,0.43,21.0,0.0,18.75,1.92,0
6792,37.5,1.12,19.75,1.3,13.25,1.09,0
6793,36.0,0.0,15.75,0.83,14.25,1.3,0
6794,36.0,0.0,16.33,1.25,8.0,3.67,0
6530,31.25,1.79,23.5,1.5,11.25,3.96,1
6531,37.5,1.5,20.0,2.16,15.33,2.87,1
6532,38.25,1.09,15.25,7.08,12.0,5.24,1
6533,43.0,1.22,7.5,4.5,14.0,2.0,1
6534,39.0,3.67,7.4,4.03,21.6,2.33,1
6795,38.0,0.71,18.0,0.71,16.5,2.6,0
6796,38.5,0.5,15.67,0.47,11.75,4.66,0
6797,38.0,1.0,14.5,3.28,16.5,3.84,0
6798,36.75,0.83,11.0,2.74,14.75,2.59,0
6799,36.5,0.5,6.0,2.55,9.75,0.83,0
6800,38.75,0.43,12.75,3.27,14.5,2.5,0
6801,39.0,0.0,15.33,1.7,16.5,2.6,0
6802,39.25,0.43,10.5,2.6,12.5,3.2,0
6803,40.0,1.0,7.67,1.25,20.25,1.3,0
6804,40.75,0.43,6.67,1.7,21.0,0.0,0
6805,43.33,1.25,7.33,2.62,20.0,0.82,0
6806,45.0,0.0,9.25,2.68,17.75,1.79,0
6807,45.0,0.0,11.67,0.47,15.0,1.26,0
6808,44.67,0.47,12.5,0.87,10.5,0.5,0
6809,44.5,0.5,11.5,0.87,5.33,3.4,0
6810,44.5,0.5,12.0,0.0,3.0,0.0,0
6811,45.0,0.0,9.5,0.87,3.67,3.77,0
6812,45.0,0.0,9.75,0.43,5.0,2.35,0
6813,45.0,0.0,12.0,0.0,3.33,2.05,0
6814,45.0,0.0,8.67,2.87,2.0,1.0,0
6815,45.0,0.0,5.75,2.38,3.5,0.5,0
6816,45.0,0.0,10.0,2.12,3.0,0.0,0
6817,45.0,0.0,12.0,0.0,7.5,1.5,0
6818,45.0,0.0,12.0,0.0,7.75,0.83,0
6819,45.0,0.0,12.0,0.0,2.0,1.0,0
6535,32.25,4.44,9.0,4.24,16.0,2.83,1
6536,24.33,3.3,11.33,2.05,19.33,5.25,1
6537,34.67,7.59,13.67,5.25,14.25,6.76,1
6538,34.75,3.34,17.75,3.96,16.75,3.96,1
6539,40.25,0.83,13.0,2.94,15.33,2.05,1
6540,41.25,1.3,18.25,3.7,19.0,1.41,1
6541,36.5,2.29,13.33,4.71,21.0,1.87,1
6542,26.33,5.25,12.75,4.66,13.33,8.73,1
6543,33.25,9.63,14.75,7.19,13.25,3.49,1
6544,31.5,8.08,13.67,6.18,15.67,5.73,1
6545,38.33,0.47,13.25,2.38,11.5,0.5,1
6546,42.25,0.43,13.0,2.74,20.33,0.94,1
6547,31.0,2.94,16.33,5.25,19.25,1.3,1
6548,27.0,5.61,15.25,5.36,20.25,4.92,1
6549,34.75,1.79,18.25,3.7,17.5,4.61,1
6550,37.25,1.64,18.75,2.17,15.25,2.17,1
6551,42.67,0.94,11.67,0.47,18.0,1.87,1
6552,37.75,5.8,14.33,2.05,18.0,2.45,1
6553,31.25,5.07,16.0,4.06,17.0,2.12,1
6554,25.67,1.7,19.75,2.77,24.0,4.24,1
6820,45.0,0.0,12.0,0.0,5.0,2.0,0
6821,45.0,0.0,12.0,0.0,4.0,1.41,0
6822,45.0,0.0,11.5,0.5,4.0,2.16,0
6823,45.0,0.0,11.67,0.47,1.0,0.0,0
6824,45.0,0.0,12.0,0.0,5.0,1.87,0
6825,45.0,0.0,12.0,0.0,6.0,0.71,0
6826,45.0,0.0,12.25,0.43,8.25,2.28,0
6827,45.0,0.0,8.67,2.87,13.5,1.5,0
6828,45.0,0.0,7.5,1.12,10.0,1.22,0
6829,45.0,0.0,8.25,1.3,10.0,2.35,0
6830,45.0,0.0,5.0,1.41,13.25,1.79,0
6831,45.0,0.0,3.0,0.0,14.67,0.47,0
6832,45.0,0.0,5.5,2.06,13.33,0.94,0
6833,45.0,0.0,9.25,0.83,14.33,0.47,0
6834,45.0,0.0,4.67,0.47,14.0,1.22,0
6555,33.0,7.58,20.5,3.2,17.75,6.02,1
6556,38.5,1.5,17.33,0.94,17.75,5.63,1
6557,41.67,0.47,14.0,2.16,13.0,2.83,1
6558,37.25,3.7,16.25,1.09,18.0,3.67,1
6559,32.75,3.9,19.33,1.25,11.0,1.41,1
6835,45.0,0.0,4.33,0.47,14.25,0.83,0
6836,45.0,0.0,5.75,0.43,13.25,1.3,0
6837,45.0,0.0,7.0,0.82,12.25,0.43,0
6838,45.0,0.0,9.0,0.0,12.25,0.43,0
6839,45.0,0.0,10.0,0.82,13.25,1.3,0
6560,29.5,7.37,17.25,7.26,18.75,5.36,1
6561,34.25,3.7,21.0,3.67,18.5,4.5,1
6562,38.75,1.79,16.75,3.49,24.75,2.49,1
6563,41.75,1.64,17.25,2.28,21.0,3.08,1
6564,34.5,4.5,20.0,3.24,21.0,1.87,1
6840,45.0,0.0,9.0,0.71,13.25,1.09,0
6841,45.0,0.0,10.0,1.87,9.5,3.84,0
6842,45.0,0.0,7.33,3.09,15.25,2.17,0
6843,45.0,0.0,6.0,2.92,14.5,0.5,0
6844,45.0,0.0,6.5,1.12,14.0,1.0,0
6565,31.0,3.08,23.75,2.17,15.0,3.0,1
6566,36.5,4.82,17.0,2.16,15.67,5.56,1
6567,33.75,3.9,18.25,1.79,13.25,3.27,1
6568,39.0,0.82,18.0,3.94,19.0,2.94,1
6569,41.25,1.48,13.0,2.74,15.5,4.39,1
6845,45.0,0.0,11.25,1.3,12.33,0.47,0
6846,45.0,0.0,12.0,0.0,12.5,0.5,0
6847,45.0,0.0,12.0,0.0,12.33,0.47,0
6848,45.0,0.0,11.5,0.5,12.67,0.47,0
6849,45.0,0.0,12.0,0.0,12.25,0.43,0
6850,45.0,0.0,12.0,0.0,14.0,1.0,0
6851,45.0,0.0,12.0,0.0,14.25,0.83,0
6852,45.0,0.0,12.0,0.0,14.25,0.43,0
6853,45.0,0.0,6.75,1.3,12.0,1.63,0
6854,45.0,0.0,10.5,1.5,12.67,0.47,0
6570,37.75,3.42,16.0,2.74,20.0,5.34,1
6571,36.0,2.16,24.0,0.0,23.75,6.8,1
6572,34.0,4.74,20.0,2.12,18.0,4.24,1
6573,32.0,6.82,20.5,3.35,15.75,2.86,1
6574,38.5,0.87,20.25,1.3,20.75,1.64,1
6855,45.0,0.0,12.0,0.82,12.5,0.5,0
6856,45.0,0.0,11.67,1.89,10.25,2.49,0
6857,45.0,0.0,7.75,0.83,11.33,1.7,0
6858,45.0,0.0,9.0,0.0,12.0,0.0,0
6859,45.0,0.0,10.0,0.71,10.25,0.43,0
6575,41.25,0.83,13.67,4.19,17.33,3.3,1
6576,38.5,2.06,17.5,1.5,23.0,3.39,1
6577,35.0,3.67,24.0,0.0,20.25,5.76,1
6578,23.33,8.06,16.5,8.02,18.0,4.9,1
6579,30.5,9.53,20.67,1.89,18.25,2.95,1
6860,45.0,0.0,10.75,0.83,8.25,2.49,0
6861,45.0,0.0,12.0,0.0,4.0,0.0,0
6862,45.0,0.0,11.75,0.43,6.5,3.28,0
6863,45.0,0.0,12.0,0.0,7.33,0.47,0
6864,45.0,0.0,12.0,0.0,8.0,0.82,0
6580,36.5,2.29,20.75,1.09,15.25,2.17,1
6581,40.67,0.94,17.67,0.47,22.0,2.12,1
6582,41.8,0.4,13.8,4.96,17.75,2.86,1
6583,35.33,3.3,20.33,2.62,25.25,1.48,1
6584,33.33,3.4,23.25,1.3,19.0,1.41,1
6585,37.0,3.61,19.5,2.96,15.0,6.36,1
6586,36.0,0.0,18.0,5.79,16.0,3.39,1
6587,39.75,1.3,16.0,4.18,19.25,6.02,1
6588,42.0,0.0,15.5,2.29,15.25,2.95,1
6589,34.5,5.32,17.5,5.89,19.25,10.64,1
6590,32.75,2.17,23.0,1.22,15.0,7.48,1
6591,30.5,7.02,19.25,3.49,16.0,5.1,1
6592,30.25,8.84,14.75,8.55,15.5,7.3,1
6593,37.25,1.3,18.25,3.9,17.25,3.27,1
6594,41.25,1.3,11.0,1.41,17.67,2.87,1
6595,39.5,2.87,13.33,7.32,19.75,4.44,1
6596,35.25,3.27,22.5,1.12,20.25,5.8,1
6597,31.0,6.44,15.5,1.5,15.75,5.36,1
6598,30.0,7.26,19.0,6.12,18.0,2.45,1
6599,35.33,1.7,20.5,1.5,15.33,1.89,1
6865,45.0,0.0,12.0,0.0,8.0,1.22,0
6866,45.0,0.0,12.0,0.0,9.0,0.71,0
6867,45.0,0.0,12.0,0.0,8.75,1.48,0
6868,45.0,0.0,11.67,0.47,8.5,2.18,0
6869,45.0,0.0,12.0,0.0,9.75,1.92,0
6870,45.0,0.0,12.0,0.0,10.5,0.87,0
6871,45.0,0.0,12.0,0.0,11.25,0.83,0
6872,45.0,0.0,12.5,0.87,12.0,0.71,0
6873,45.0,0.0,15.0,0.0,11.75,0.83,0
6874,45.0,0.0,14.0,1.22,8.25,0.83,0
6600,39.5,1.5,15.25,4.71,18.25,3.27,1
6601,40.67,1.25,14.0,2.0,21.0,2.0,1
6602,37.25,1.48,24.0,1.87,21.0,10.56,1
6603,31.75,2.49,23.25,3.27,19.25,2.05,1
6604,35.5,3.28,19.25,5.89,15.25,3.27,1
6875,45.25,0.43,9.67,2.62,7.67,1.89,0
6876,45.0,0.0,4.5,2.5,16.0,1.58,0
6877,45.0,0.0,7.67,0.94,18.25,0.43,0
6878,45.0,0.0,9.0,0.0,18.0,0.0,0
6879,45.0,0.0,10.67,0.47,17.5,0.5,0
6605,37.25,1.3,16.5,5.12,19.5,3.35,1
6606,39.75,1.3,12.75,3.11,21.25,5.93,1
6607,41.25,1.92,18.0,0.82,18.25,4.15,1
6608,37.25,1.3,25.0,4.58,25.25,5.36,1
6609,30.0,3.54,28.25,3.63,17.25,3.03,1
6880,45.0,0.0,9.5,0.5,17.25,0.43,0
6881,45.0,0.0,9.25,0.43,17.0,1.22,0
6882,45.0,0.0,9.67,0.47,17.5,0.5,0
6883,45.0,0.0,11.33,0.94,18.0,0.71,0
6884,45.0,0.0,11.75,0.43,18.25,0.43,0
6885,45.0,0.0,12.0,0.0,18.33,0.47,0
6886,45.0,0.0,12.0,0.0,19.25,1.3,0
6887,45.0,0.0,12.0,0.0,20.25,0.83,0
6888,45.0,0.0,12.33,0.47,20.0,0.82,0
6889,45.0,0.0,9.5,1.66,17.25,1.92,0
6890,44.75,0.43,8.0,2.0,15.5,1.5,0
6891,45.0,0.0,10.5,0.5,14.75,1.79,0
